"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","year_ended","Primary topic","Secondary (if needed)","Third topic","text","cable_id","highlight","cable_owner","curr_not_in_use","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","(data centre) type","street address","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"346","1 | Huawei","15 | Telecommunications or ICT","","173 | Papua New Guinea","","-9.14096","147.25547","Electronic identification card system","2013","","5 | Chinese state loan","","","<p>In 2013, the governments of China and Papua New Guinea (PNG) signed an <a href=""https://www.thenational.com.pg/png-china-sign-agreement-for-new-identification-system/%20"">MoU</a> for a 234 million kina (US$70 million) electronic identification card system for public servants. Huawei is the project developer. The framework agreement was signed by PNG's National Planning Minister, Charles Abel, and Chinese Ambassador Qiu Bohua in Port Moresby. In 2018, PNG's Planning Minister was forced to defend the controversial <a href=""https://www.abc.net.au/news/2018-06-27/png-national-identification-program/9912590"">project</a> amid allegations of corruption and mismanagement.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT173 | Papua New Guinea","173 | Papua New Guinea","5 | Chinese state loan173 | Papua New Guinea","173 | Papua New Guinea","173 | Papua New Guinea","1 | Huawei173 | Papua New Guinea","","","",""
"348","1 | Huawei","11 | Smart City-Public Security project","15 | Telecommunications or ICT","152 | Maldives","","4.17854","73.51269","Smart Maldives IT infrastructure","2013","","2 | Smart cities","","6 | Surveillance","<p>In December 2013, Huawei <a href=""https://economictimes.indiatimes.com/news/company/corporate-trends/intelligence-agencies-fear-china-is-trying-to-encircle-india-via-tech-deals-with-neighbouring-nations/articleshow/18139596.cms?from=mdr"">signed </a>an MoU to develop the Smart Maldives IT infrastructure.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project152 | Maldives","15 | Telecommunications or ICT152 | Maldives","2 | Smart cities152 | Maldives","152 | Maldives","6 | Surveillance152 | Maldives","1 | Huawei152 | Maldives","","","",""
"371","1 | Huawei","11 | Smart City-Public Security project","","233 | Venezuela","Caracas","10.48139","-66.81920","VEN 911 Public Security Project","2013","","2 | Smart cities","6 | Surveillance","5 | Chinese state loan","<p>In 2013, the Venezuelan Government and state-owned enterprise China National Electronics Import &amp; Export Corporation (CEIEC) <a href=""https://www.uscnpm.org/blog/2014/10/27/latin-america-turns-to-china-for-security-projects/"" target=""_blank"" rel=""noopener"">signed an agreement</a> in Beijing that would see CEIEC build a '<a href=""https://web.archive.org/web/20190412000026/http://m.cec.com.cn/docattach/2017/1227/report2015_en.pdf"" target=""_blank"" rel=""noopener"">public security emergency responding system</a>'. Known as the '<a href=""https://www.youtube.com/watch?v=feCQVF0dPHI"" target=""_blank"" rel=""noopener"">VEN911 Project</a>', the deal was reportedly made with Venezuela's Interior Ministry and would be rolled out to 16 cities across the country. Media in Venezuela <a href=""https://venezuelanalysis.com/news/10198"" target=""_blank"" rel=""noopener"">reported</a> that the project would include the installation of <a href=""https://www.diariolasamericas.com/el-gobierno-maduro-invierte-millones-sistema-vigilancia-n3355189"" target=""_blank"" rel=""noopener"">30,000 Huawei surveillance cameras</a> that would be connected to municipal, regional and national monitoring centres. It was also <a href=""https://venezuelanalysis.com/news/10198"" target=""_blank"" rel=""noopener"">reported</a> that the system would incorporate unmanned surveillance drones. <a href=""https://web.archive.org/web/20190404055549/http://www.fullgain.com/en/cgal/info_54.aspx?itemid=140"" target=""_blank"" rel=""noopener"">CEIEC's website</a> describes the system as a 'public security network that has integrated communications, cloud computing, public security technologies [that] can simultaneously provide service for command centers of the country, war zones and cities as well as communities, merchants and individuals.' It appears that the project was implemented through a loan from China, but <a href=""https://china.aiddata.org/projects/38299"" target=""_blank"" rel=""noopener"">details are scarce</a>.</p>
<p>In 2018, Huawei staff <a href=""https://twitter.com/VEN911Oficial/status/1003657444264996864"">trained</a> Venezuelan engineers on maintaining the data centre of the VEN911 system.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project233 | Venezuela","233 | Venezuela","2 | Smart cities233 | Venezuela","6 | Surveillance233 | Venezuela","5 | Chinese state loan233 | Venezuela","1 | Huawei233 | Venezuela","","","",""
"429","1 | Huawei","15 | Telecommunications or ICT","","66 | Ethiopia","","9.01847","38.74718","4G network with Ethio Telecom","2013","","","","","<p>In 2013, Huawei signed a US$700 million <a href=""http://web.archive.org/web/20190319035955/https://www.reuters.com/article/ethiopia-mobile-huawei/ethiopia-signs-700-mln-mobile-network-deal-with-chinas-huawei-idUSL6N0FV4WV20130725"">agreement</a> with Ethio Telecom, Ethiopia's only mobile operator, to expand mobile phone infrastructure and build a 4G network in the country's capital, Addis Ababa. The deal was part of a larger US$1.6 billion <a href=""https://www.reuters.com/article/us-ethiopia-telecoms/chinas-huawei-to-roll-out-4g-service-in-ethiopian-capital-idUSBRE9AR0JO20131128"">deal</a> signed between Ethio Telecom, Huawei and ZTE to roll out telecommunications infrastructure in the country.</p>
<p>The construction of 4G network in Addis Ababa <a href=""https://www.fiercewireless.com/europe/ethio-telecom-launches-4g-addis-ababa"">was completed</a> in March 2015.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT66 | Ethiopia","66 | Ethiopia","66 | Ethiopia","66 | Ethiopia","66 | Ethiopia","1 | Huawei66 | Ethiopia","","","",""
"430","1 | Huawei","1 | R&D lab","","161 | Nigeria","Lagos","6.52001","3.36363","University of Lagos and Huawei Joint Open Lab","2016","","","","","<p>In October 2016, Huawei <a href=""https://web.archive.org/web/20180530202235/http://www.huawei.com/en/press-events/news/2016/10/Huawei-Innovation-Experience-Center-Nigeria"">inaugurated</a> its Innovation and Experience Center and the Joint Open Lab of the University of Lagos in Lagos, Nigeria.</p>
<p>In a 2018 <a href=""https://web.archive.org/web/20181026005426/https://www.dailytrust.com.ng/fg-huawei-sign-mou-to-train-1000-workers-on-ict.html"">deal</a> with the Nigerian Government, Huawei agreed to train up to <a>1,000</a> civil servants at its Lagos and Abuja training centres.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","1 | R&D lab161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","1 | Huawei161 | Nigeria","","","",""
"440","1 | Huawei","15 | Telecommunications or ICT","","25 | Benin","","6.37155","2.40971","Fibre network","2013","","5 | Chinese state loan","","","<p>In 2013, Huawei was hired by the Government of Benin for a US$80 million fibre-optic cable <a href=""https://china.aiddata.org/projects/30836"">project</a> funded by China Eximbank.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT25 | Benin","25 | Benin","5 | Chinese state loan25 | Benin","25 | Benin","25 | Benin","1 | Huawei25 | Benin","","","",""
"1042","1 | Huawei","3 | Research partnership","","36 | Canada","Toronto","43.66301","-79.39520","University of Toronto-Huawei partnership","2013","","3 | 5G","","","<p>In September 2018, the University of Toronto (UoT) and Huawei <a href=""https://www.utoronto.ca/news/u-t-huawei-extend-research-partnership"">signed a new five-year research partnership agreement</a>. Before that agreement, UoT had a <a href=""https://news.engineering.utoronto.ca/huawei-u-t-sign-strategic-partnership-agreement/"">strategic research partnership with Huawei</a> that began in 2016 and received more than C$3.5 million from the company. Huawei&rsquo;s research engagement with UoT at that time included the areas of mechanical and industrial engineering, materials science, chemical engineering, biomedical engineering, aerospace engineering and applied physics. The university <a href=""https://www.utoronto.ca/news/u-t-huawei-extend-research-partnership"">stated that</a> the new 2018 agreement 'bolsters the university&rsquo;s research and training activities, while also providing a mechanism to turn early-stage discoveries into real-world products'. In 2017, Huawei CEO Ren Zhengfei <a href=""https://news.engineering.utoronto.ca/huawei-ceo-visits-u-t-explore-ways-strategic-partnership/"">visited UoT</a> to 'see first-hand how the mutually beneficial relationship has progressed'. Before these major research partnership agreements, UoT's Edward S Rogers Sr Department of Electrical and Computer Engineering had a history of collaborations with Huawei since 2013, including on 5G and in Huawei's Seeds for the Future program. In May 2018, a <a href=""https://www.theglobeandmail.com/politics/article-csis-cautions-canadian-universities-about-research-ties-with-huawei/"">Globe and Mail investigation</a> found that Huawei had 'established a vast network of relationships with leading research-heavy universities in Canada to create a steady pipeline of intellectual property that the company is using to underpin its market position in 5G'.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership36 | Canada","36 | Canada","3 | 5G36 | Canada","36 | Canada","36 | Canada","1 | Huawei36 | Canada","","","",""
"185","1 | Huawei","3 | Research partnership","","228 | United States","Washington DC","38.90926","-77.04052","Huawei funding to Brookings Institution ","2012","","2 | Smart cities","","","<p>Since 2012, Huawei has made regular financial contributions to the Brookings Institution, including US$300,000 provided between 2016 and 2018, <a href=""https://www.washingtonpost.com/opinions/2018/12/08/chinese-companys-surprising-ties-brookings-institution/"" target=""_blank"" rel=""noopener"">according to the Washington Post</a>. In 2017, Huawei provided financial support for a <a href=""https://www.brookings.edu/wp-content/uploads/2017/10/safe-city-innovation_final.pdf"" target=""_blank"" rel=""noopener"">report</a> conducted by the Brooking Institution's Center for Technology Innovation on <a href=""https://www.huawei.com/my/press-events/news/my/2017/brookings-institution-releases-report-ranking-global-cities"" target=""_blank"" rel=""noopener"">Safe City Innovation</a>.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership228 | United States","228 | United States","2 | Smart cities228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"256","1 | Huawei","1 | R&D lab","","74 | United Kingdom","Ipswich","52.05879","1.27911","Centre for Integrated Photonics","2012","","","","","<p>Huawei acquired the Centre for Integrated Photonics from the UK Government in 2012. <a href=""https://www.theregister.co.uk/2012/01/30/huawei_gets_cool_brittania_vibe/"">Source</a></p>
<p>&nbsp;</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","1 | R&D lab74 | United Kingdom","74 | United Kingdom","74 | United Kingdom","74 | United Kingdom","74 | United Kingdom","1 | Huawei74 | United Kingdom","","","",""
"258","1 | Huawei","1 | R&D lab","","67 | Finland","Helsinki","60.16398","24.91911","R&D Centre","2012","","","","","<p>In December 2012, Huawei <a href=""https://consumer.huawei.com/en/press/news/2012/hw-207136/"">announced</a> that it would open a Finnish R&amp;D centre.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","1 | R&D lab67 | Finland","67 | Finland","67 | Finland","67 | Finland","67 | Finland","1 | Huawei67 | Finland","","","",""
"279","1 | Huawei","1 | R&D lab","","54 | Germany","Hannover","52.37319","9.72341","Enterprise Innovation Center with Vodafone","2012","","","","","<p>In 2012, the Enterprises Innovation Center in Hannover, Germany <a href=""https://books.google.com/books?id=Tq4EEAAAQBAJ&amp;pg=PA234&amp;lpg=PA234&amp;dq=Huawei+vodafone+%22EIC%22&amp;source=bl&amp;ots=8A01HCGlWy&amp;sig=ACfU3U1emq2XF7yyOy8FMJstP_0clnaHBQ&amp;hl=zh-TW&amp;sa=X&amp;ved=2ahUKEwi_2ouShM_tAhVt0FkKHeVDDzYQ6AEwAXoECAIQAg#v=onepage&amp;q=Huawei%20vodafone%20%22EIC%22&amp;f=false"">was launched</a>. It is one of the six co-development of joint innovation centers by Huawei and Vodafone.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","1 | R&D lab54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","1 | Huawei54 | Germany","","","",""
"427","1 | Huawei","3 | Research partnership","","9 | Angola","","-8.91616","13.19931","ICT Training Centre","2012","","","","","<p>In 2012, Huawei funded the <a href=""https://web.archive.org/web/20190319022857/https://www.biztechafrica.com/article/huawei-funds-angolan-ict-centre/3631/"">construction</a> of an ICT training Centre at Angola's Technological Training Centre in Luanda. The centre includes eight classrooms and a laboratory.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership9 | Angola","9 | Angola","9 | Angola","9 | Angola","9 | Angola","1 | Huawei9 | Angola","","","",""
"446","1 | Huawei","5 | Overseas Office","","62 | Egypt","Cairo","30.04938","31.23406","Network Operation Center","2012","","","","","<p>On 20 November 2012, Huawei launched its <a href=""https://www.egypt-business.com/news/details/1247-Huaweis-Egypt-Network-Operation-Center-is-now-in-Cairo/6541"">Egypt Network Operations Centder</a>. 'A network operations center (NOC) is a central location where engineers and telco experts manage and control the telecom network of one or more service providers 24/7 to ensure the best possible operation of the network which enables stability and quality to be passed on to the subscribers.'</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","5 | Overseas Office62 | Egypt","62 | Egypt","62 | Egypt","62 | Egypt","62 | Egypt","1 | Huawei62 | Egypt","","","",""
"451","1 | Huawei","15 | Telecommunications or ICT","17 | MoU-agreement","66 | Ethiopia","Addis Ababa","9.00027","38.74420","African Union headquarters","2012","","11 | Cloud","3 | 5G","1 | Artificial Intelligence","<p>The African Union (AU) Commission first <a href=""http://web.archive.org/web/20190510/https://www.huawei.com/en/about-huawei/publications/winwin-magazine/13/HW_147045"" target=""_blank"" rel=""noopener"">signed a contract with Huawei</a> to provide equipment and services to the AU headquarters in 2012. Through that and subsequent contracts, Huawei provided the AU headquarters with a range of ICT solutions, including computing, storage sharing, Wi-Fi, cloud computing and equipment and services to AU's data centre. It also trained AU Commision ICT experts.</p>
<p>One of the main services Huawei provided to the AU was a 'desktop cloud solution', which was central to the AU's cybersecurity and data-protection efforts. In 2018, <a href=""https://www.lemonde.fr/afrique/article/2018/01/26/a-addis-abeba-le-siege-de-l-union-africaine-espionne-par-les-chinois_5247521_3212.html"" target=""_blank"" rel=""noopener"">Le Monde</a> and <a href=""https://www.ft.com/content/c26a9214-04f2-11e8-9650-9c0ad2d7c5b5"" target=""_blank"" rel=""noopener"">The Financial Times</a> reported that from 2012 to 2017 servers based inside the AU's headquarters transferred data nightly to unknown servers hosted in Shanghai. Following the discovery of what media referred to as &lsquo;data theft&rsquo;, it was also reported that microphones hidden in desks and walls were detected and removed during a sweep for bugs.</p>
<p>Read more detail <a href=""https://www.aspistrategist.org.au/the-african-union-headquarters-hack-and-australias-5g-network/"" target=""_blank"" rel=""noopener"">here</a> about Huawei and the alleged five-year AU data breach.</p>
<p>Huawei CEO Ren Zhengfei has not denied that the hack took place, <a href=""https://huaweihub.com.au/ren-zhengfei-sits-down-with-international-media/"" target=""_blank"" rel=""noopener noreferrer"">instead telling media</a> in January 2019: &lsquo;For the breach of equipment used by the African Union, it had nothing to do with Huawei.&rsquo;</p>
<p>Despite previous controversies, in May 2019, the AU <a href=""https://www.france24.com/en/20190531-african-union-deepens-cooperation-with-huawei"">signed</a> a draft agreement with Huawei to strengthen cooperation in 5G communications, cloud computing, artificial intelligence and high-speed networks.</p>
<p><img src=""https://www.mediafire.com/convkey/31b8/ob4d262sgu8bizhbg.jpg"" alt="""" /></p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT66 | Ethiopia","17 | MoU-agreement66 | Ethiopia","11 | Cloud66 | Ethiopia","3 | 5G66 | Ethiopia","1 | Artificial Intelligence66 | Ethiopia","1 | Huawei66 | Ethiopia","","","",""
"459","1 | Huawei","15 | Telecommunications or ICT","","220 | Turkey","","39.95711","32.86780","Turk Telekom equipment and services","2012","","5 | Chinese state loan","","","<p>In 2012, the China Development Bank signed two <a href=""https://china.aiddata.org/projects/41609"">loans</a> with Turk Telekom for product purchasing and services from Huawei Technologies. The second loan, worth US$400 million, was to mature in eight years, had a grace period of two years, and was at an interest rate of the London inter-bank offered rate. The loan was made for the company's long-term financing.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT220 | Turkey","220 | Turkey","5 | Chinese state loan220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"462","1 | Huawei","15 | Telecommunications or ICT","","24 | Burundi","","-3.35432","29.38343","Solar street lighting","2012","","5 | Chinese state loan","","","<p>In 2012, the Chinese Ambassador to Burundi, Yu Xuzhong, presented solar photovoltaic systems for public lighting infrastructure to the Burundi's Minister of Energy and Mines, Como Manirakiza. They were being installed by <a href=""https://china.aiddata.org/projects/30058"">Huawei Technologies</a> and should have been completed by 1 November 2012. The donation was made possible by a Chinese monetary grant given to the country. The ambassador said that the project cost about 8.5 million yuan. The Chinese had promised this type of assistance in the 4th Ministerial Conference on Sino-Africa Cooperation.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT24 | Burundi","24 | Burundi","5 | Chinese state loan24 | Burundi","24 | Burundi","24 | Burundi","1 | Huawei24 | Burundi","","","",""
"467","1 | Huawei","15 | Telecommunications or ICT","","113 | Kenya","","0.01081","37.07609","Fibre optic infrastructure","2012","","5 | Chinese state loan","","","<p>In 2012, Kenya secured a concessional loan worth 6.12 billion Kenyan shillings KES) from China Eximbank for the construction of national fibre-optic infrastructure and e-government <a href=""https://china.aiddata.org/projects/30384"">projects</a> in eight major towns and 36 districts. A provisional agreement was signed by Joseph Kinyua, the Kenyan Permanent Secretary of the Treasury, and Chen Jian, the Chinese Vice-Minister for Commerce. Raila Odinga, the Kenyan Prime Minister,&nbsp; planned to go to China in July 2012 to sign the final agreement with China Eximbank. Following the terms of the agreement, the Kenyan Government awarded Huawei the tender for the project. According to the Kenyan Aid Management Platform, the project was expected to finish by 30 June 2016. The Kenyan Aid Management Platform also reported that, as of 28 November 2013, 2.55 billion KES in loans had been disbursed.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT113 | Kenya","113 | Kenya","5 | Chinese state loan113 | Kenya","113 | Kenya","113 | Kenya","1 | Huawei113 | Kenya","","","",""
"468","1 | Huawei","15 | Telecommunications or ICT","20 | Donation","45 | Cameroon","","3.86369","11.51782","Solar street lighting","2012","","","","","<p>In 2012, <a href=""https://china.aiddata.org/projects/30188"">China donated </a>1.46 billion Cameroonian francs to Cameroon to be used in the construction of a solar streetlighting system. The project was implemented by Huawei Technologies Co., which planned to begin the project in the capital, Yaounde, before moving on to more rural areas. In 2013, Huawei held a groundbreaking ceremony for the project and installed 409 solar streetlights in Yaounde and at a university.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT45 | Cameroon","20 | Donation45 | Cameroon","45 | Cameroon","45 | Cameroon","45 | Cameroon","1 | Huawei45 | Cameroon","","","",""
"470","1 | Huawei","15 | Telecommunications or ICT","","220 | Turkey","","39.95714","32.86780","Telecommunications equipment","2012","","","","","<p>In 2012, China Development Bank <a href=""https://china.aiddata.org/projects/41608"">signed </a>one of two loans with Turk Telecom for product purchasing and services from Huawei Technologies. The first loan was valued at US$200 million, was to mature in eight years, had a grace period of 30 months, and was at the London inter-bank offered rate + 285 basis points.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","220 | Turkey","1 | Huawei220 | Turkey","","","",""
"749","1 | Huawei","11 | Smart City-Public Security project","","60 | Ecuador","Lima","-0.21964","-78.49879","ECU 911 - emergency response & video surveillance system","2012","","2 | Smart cities","5 | Chinese state loan","6 | Surveillance","<p>Huawei provides services and equipment&mdash;<a href=""https://ipvm.com/reports/china-ecuador"">including surveillance cameras</a>, <a href=""https://cuencahighlife.com/china-provides-technology-for-ecuadors-mass-surveillance-ecu-911-emergency-system/"">data storage systems</a> and a <a href=""https://cuencahighlife.com/china-provides-technology-for-ecuadors-mass-surveillance-ecu-911-emergency-system/"">portable rapid deployment</a> <a href=""https://archive.fo/ffFVJ"">system</a>&mdash;to the Ecuadorian Government's public security system known as <a href=""https://archive.fo/NeiqD"">'ECU 911'</a>. Considered to be a <a href=""https://archive.fo/iUSGI"">Belt and Road project</a> and initially funded by a US$240 million Chinese state loan in 2012, the system is used by the country's military, police and fire brigade.</p>
<p>Chinese defence state-owned enterprise China National Electronics Import and Export Corporation (CEIEC) was contracted <a href=""https://web.archive.org/web/20190404032007/http://www.sohu.com/a/197072125_444154"">to construct the system</a> and later to provide services in support of the centre's operations. That includes the provision of CEIEC <a href=""https://web.archive.org/web/20160501102847/http://www.chinadaily.com.cn/world/2016-04/30/content_24983035.htm"">engineers</a> and <a href=""https://web.archive.org/web/20190322235757/http://spanish.xinhuanet.com/2018-01/19/c_136906504.htm"">technicians</a> who work in the system's lab and command centres. The system reportedly includes facial recognition technologies and 16 national, regional and provincial command and control centres, as well as a <a href=""http://spanish.xinhuanet.com/2018-01/19/c_136906504.htm"">data laboratory</a> and <a href=""http://www.nosolosig.com/noticias/450-el-ecu-911-invita-a-la-comunidad-de-investigadores-a-colaborar-en-su-laboratorio-en-yachay"">research partnerships</a>.</p>
<p>In 2017, the Chinese Embassy <a href=""https://foreignpolicy.com/2018/08/09/ecuadors-all-seeing-eye-is-made-in-china/"">donated</a> a further US$15 million worth of equipment, including licence plate recognition cameras and servers. Chinese state media have reported that the new system has resulted in an <a href=""https://archive.fo/eUYic"">11.8% drop</a> in Ecuador's crime rate and highlighted the system's ability to respond rapidly in <a href=""https://archive.fo/twrxZ"">disaster relief situations</a>.</p>
<p>There have been reports in the Ecuadorian media of <a href=""http://web.archive.org/web/20180108212802/https://www.expreso.ec/actualidad/el-informe-extraviado-IC1949846"">corruption</a>, <a href=""https://periodismodeinvestigacion.com/2018/09/13/ecu-911-mas-de-usd-33-millones-de-perjuicio/"">missing money and opaque deals</a> linked to the system. Before the system was launched in 2016, Ecuadorian delegations travelled to China to <a href=""https://archive.fo/CBFzS"">learn about</a> China's security structures and about how similar centres operate. The model, which has resulted in a huge increase in <a href=""https://www.expreso.ec/historico/ecuador-apuesta-por-las-camaras-para-reducir-YCGR_5264542"">installed surveillance cameras</a> in Ecuador, is reportedly being rolled out <a href=""https://foreignpolicy.com/2018/08/09/ecuadors-all-seeing-eye-is-made-in-china/"">in other countries</a>, including Peru, Zimbabwe and Cambodia. In 2017, ECU 911 won an award for being the <a href=""https://web.archive.org/web/20180203173053/http://www.ceiec.com/news/567"">best public security project</a> in Latin America.</p>
<p>Watch this <a href=""https://www.youtube.com/watch?v=ooUD436Xuco"">CEIEC promotional video about ECU 911</a>.</p>
<p>Read this August 2019<em> </em><a href=""https://www.nytimes.com/2019/04/24/technology/ecuador-surveillance-cameras-police-government.html""><em>New York Times</em> investigation</a> of ECU 911.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project60 | Ecuador","60 | Ecuador","2 | Smart cities60 | Ecuador","5 | Chinese state loan60 | Ecuador","6 | Surveillance60 | Ecuador","1 | Huawei60 | Ecuador","","","",""
"1807","1 | Huawei","3 | Research partnership","","9 | Angola","Huambo","-12.77659","15.73462","ICT Training Centre","2012","","","","","<p>In 2016, Huawei funded the <a href=""https://macaudailytimes.com.mo/china-back-training-centre-angola.html"">construction</a> of an ICT Training Centre at Angola's Technological Training Centre in Luanda. The centre includes eight classrooms and a laboratory.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership9 | Angola","9 | Angola","9 | Angola","9 | Angola","9 | Angola","1 | Huawei9 | Angola","","","",""
"1846","1 | Huawei","3 | Research partnership","","44 | Chile","","-33.44373","-70.65598","Chilean Undersecretariat of Telecommunications","2012","","","","","<p>In 2012, the Chilean Undersecretariat of Telecommunications and Huawei signed an agreement for technology transfer and training on WCDMA RAN, HSPA, HSPA+ and LTE (4G) mobile wireless technologies. The agreement was signed between a Huawei general manager and the Chilean Undersecretary of Telecommunications in the presence of the Chinese Premier and the Chilean President at the La Moneda Palace. <a href=""https://www.subtel.gob.cl/subtel-firma-acuerdo-con-huawei-para-transferencia-tecnologica-y-capacitacion-en-redes-moviles-de-ultima-generacion-entre-chile-y-china/"">Source</a></p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership44 | Chile","44 | Chile","44 | Chile","44 | Chile","44 | Chile","1 | Huawei44 | Chile","","","",""
"188","1 | Huawei","15 | Telecommunications or ICT","","173 | Papua New Guinea","Port Moresby","-9.44568","147.18898","Integrated Government Information System","2011","","5 | Chinese state loan","","","<p>Huawei constructed the Papua New Guinea (PNG) Government's Integrated Government Information System (IGIS), which was funded by a <a href=""https://pacificaidmap.lowyinstitute.org/database/8429"">US$53 million China Eximbank loan</a>. Launched by Prime Minister Peter O'Neill <a href=""https://news.pngfacts.com/2014/07/prime-minister-peter-oneill-launches.html"">in 2014</a>, the system has been <a href=""http://web.archive.org/web/20190303054034/http://gopngicttalk.org/png-government-integration-government-information-system-igis-project-the-aspirations"">described</a> by the PNG Government as an <a href=""https://archive.fo/FLUj1"">'e-governance' system</a> that will integrate the information and data used by the government's 52 departments and agencies through one secure ICT platform. Australian media <a href=""https://www.theaustralian.com.au/news/world/huawei-to-dominate-pngs-telecoms-update/news-story/6b12b901a267ad16d7c0d2470878d435"">reported</a> that the project also 'involves Huawei establishing online processing for work permits, visas, passports, tax files and commercial transactions [and] installing equipment at key hubs such as police headquarters, telephone exchanges, the headquarters of state-owned enterprise PNG Telikom and Port Moresby's airport'. In 2018, a senior official from PNG's Department of Communication and Information <a href=""http://web.archive.org/web/20190621/https://www.apec2018png.org/media/press-releases/integrated-government-information-system-needs-to-be-fully-implemented"">said that</a> PNG faced many emerging digital challenges and that, while phase 1 of IGIS had been delivered, the country lacked 'the supporting policy and legal framework to guide the operations of this technology'.</p>
<p>In August 2020, <a href=""https://www.afr.com/companies/telecommunications/huawei-data-centre-built-to-spy-on-png-20200810-p55k7w"">a report </a>provided to the Australian Government exposed secret government files that were stolen through the data centre that Huawei built for the PNG Government. The report noted outdated encryption software that was deployed by Huawei and firewall settings that were insufficient for a centre designed to store the entire data archive of the PNG Government.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT173 | Papua New Guinea","173 | Papua New Guinea","5 | Chinese state loan173 | Papua New Guinea","<p>Huawei constructed the PNG Government's ""Integrated Government Information System"" (IGIS) which was funded by a <a href=""https://pacificaidmap.lowyinstitute.org/database/8429"">USD 53 million China Exim Bank loan</a>. Launched by Prime Minister Peter O'Neill <a href=""https://news.pngfacts.com/2014/07/prime-minister-peter-oneill-launches.html"">in 2014</a> the system has been <a href=""http://gopngicttalk.org/png-government-integration-government-information-system-igis-project-the-aspirations"">described</a> by the PNG Government as an <a href=""https://archive.fo/FLUj1"">""e-governance"" system</a> that will integrate the information and data used by the government's 52 departments and agencies through one secure ICT platform. Australian media <a href=""https://www.theaustralian.com.au/news/world/huawei-to-dominate-pngs-telecoms-update/news-story/6b12b901a267ad16d7c0d2470878d435"">reported</a> that the project also ""involves Huawei establishing online processing for work permits, visas, passports, tax files and commercial transactions..[and] installing equipment at key hubs such as police headquarters, telephone exchanges, the headquarters of state-owned enterprise PNG Telikom and Port Moresby's airport."" In 2018 a senior official from PNG's Department of Communication and Information <a href=""https://www.apec2018png.org/media/press-releases/integrated-government-information-system-needs-to-be-fully-implemented"">said that</a> PNG faced many emerging digital challenges and that while phase one of IGIS had been delivered the country lacked ""the supporting policy and legal framework to guide the operations of this technology.""</p>
<p>In August 2020, <a href=""https://www.afr.com/companies/telecommunications/huawei-data-centre-built-to-spy-on-png-20200810-p55k7w"">a report </a>provided to the Australian government exposed secret government files that were stolen through the data centre that Huawei built for the PNG government. The report noted outdated encryption software that was deployed by Huawei and firewall settings that were insufficient for a centre designed to store the entire data archive of the PNG government.</p>","173 | Papua New Guinea","1 | Huawei173 | Papua New Guinea","","","",""
